source,source_id,dedup_key,created_utc,age_hours,title,company,location,is_dublin,salary_min,salary_max,currency,contract_type,family,stack_relevance,accessibility,visa_flag,description,url,query_term,fetched_at_utc
apify_linkedin,4432647463,healthbeacon|data scientist,2026-06-27T01:00:14Z,24.0,Data Scientist,HealthBeacon,"Dublin, Dublin, County Dublin, Ireland",True,,,,fulltime,Data Science,Core,Entry / graduate,,"About usHealthBeacon specializes in innovative adherence solutions for medication management.Our flagship product, the Injection Care Management System, improves medication adherence and delivers valuable data insights for patients, family members and clinicians alike. From supporting improved treatment outcomes to fostering a deeper understanding of patient needs, HealthBeaconempowers patients and transforms the landscape of healthcare delivery.In 2024, HealthBeacon was acquired by Hamilton Beach Health, a subsidiary of Hamilton Beach Brands Holding Co. (NYSE: HBB). This marked a significant step forward in our mission to enhance patient outcomes and strengthen our position in the healthcare industry.About the roleA hybrid role based in Dublin this position plays a key role by collaborating with departments across the company to develop data-driven strategiesWhat will you do?The Data Scientist II will be responsible for extracting, preparing and analysing complex data from multiple internal and external sources to generate advanced insights, predictive models and data-driven solutions that support business intelligence, product innovation and strategic decision-making. The role goes beyond descriptive analytics to include the development of machine learning models and scalable data products that unlock value from HealthBeacon’s historical and operational datasets. This position covers the full data science lifecycle, including data exploration, feature engineering, model development, validation and deployment. The Data Scientist will design and implement advanced analytical solutions, conduct statistical modelling and experimentation (e.g., A/B testing), and will contribute to automation initiatives that enhance efficiency and decision accuracy.Working closely with cross-functional stakeholders, the Data Scientist will translate complex analytical outputs into clear, actionable insights, enabling evidence-based decision-making across the organisation while continuo",https://ie.linkedin.com/jobs/view/data-scientist-at-healthbeacon-4432647463,data scientist,2026-06-28T00:59:55Z
apify_linkedin,4432274121,business platforms|mes engineers,2026-06-27T01:00:14Z,24.0,MES Engineers,Business Platforms,"County Cork, County Cork, Ireland",False,,,,fulltime,Unclassified,Review,Mid (3-5 yr),,"About Business Platforms:Headquartered in Cork, Ireland, Business Platforms specialises in Manufacturing Execution Systems (MES), Serialisation, and Supply Chain Operations for our clients.We provide consulting services globally to the Pharmaceutical Industry inStrategy Development and ExecutionBusiness Process Analysis and DesignChange ManagementValidationImplementation and SupportWe partner with our clients to provide expertise and industry best practice to create and realise business value.Role: MES EngineerDuration: Full time positionLocation: Cork Office(Hybrid Working can be accommodated WFO/Client Site and WFH)Requirements of a Business Platforms MES Engineer:3 - 5 years’ experience in GxP Manufacturing is required within the Pharmaceutical / Life Sciences Industries.3 - 5 years’ experience in MES projects involving MBR/Recipe design and qualification.Demonstrate experience of aligning the client business process requirements with the MBR (Master Batch Records) technical design, participating in design review workshops, to ensure a successful project.MBR/Recipe test protocol design and execution is required based on GxP regulations.MES System Master data configuration and documentation.Authoring and revision of applicable SOPs (Standard Operating Procedures).Experience of training and supporting MBR/Recipe end users and improving site procedures.Excellent interpersonal skills are required, strong verbal, digital and written communication skillsAn enthusiastic, positive, and proactive attitude.Team player, working with cross functional stakeholders, reporting to the client Project Manager (PM), ensuring milestone deliverables are met throughout.Education:Hold a minimum of an Honours Level 8 degree in a Technical/Science/Engineering/ Business Information Systems disciplineCertification in Emerson Syncade or Korber PAS/X or Rockwell PharmaSuite is an advantage.Remuneration & Benefits:Business Platforms offers an extremely competitive base salary, commensurate wi",https://ie.linkedin.com/jobs/view/mes-engineers-at-business-platforms-4432274121,data scientist,2026-06-28T00:59:55Z
apify_linkedin,4433232725,morgan mckinley|junior data analyst,2026-06-27T01:00:04Z,24.0,Junior Data Analyst,Morgan McKinley,"Cork Metropolitan Area, Cork Metropolitan Area",False,,,,fulltime,Analyst,Core,Near (~1-3 yr),,"Junior Data AnalystLocation: Cork (Onsite)We are looking for a motivated and analytical Junior Data Analyst to join our client's growing team in Cork. This is an exciting opportunity for someone early in their data career who enjoys working with Excel, analysing business information and helping to improve reporting processes.Reporting to the senior leadership team, you will play a key role in transforming business data into meaningful insights.Key ResponsibilitiesData Analysis & ReportingCollect, analyse and interpret business data to support operational and strategic decision-making.Develop and maintain reports using Microsoft Excel.Manipulate and analyse large datasets using advanced Excel functions including Pivot Tables, XLOOKUPs and Power Query.Work with data extracted from SQL databases.Identify trends, patterns and opportunities for process improvement.Support the future implementation and development of Power BI dashboards and reporting.Technology CoordinationAct as the primary onsite contact for day-to-day technology coordination.Liaise with the outsourced IT provider to ensure support requests are managed effectively.Coordinate basic hardware requests and user equipment.Assist with user onboarding and technology-related administration.Support continuous improvement across business systems.Essential SkillsStrong Microsoft Excel skills, including Pivot Tables, XLOOKUPs, formulas and data manipulation.Excellent analytical and problem-solving abilities.High attention to detail.Strong communication and organisational skills.Ability to work independently and manage multiple priorities.Desirable SkillsExposure to SQL or SQL databases.Experience with Power BI or a strong desire to learn.Knowledge of Microsoft 365.Experience working with business reporting or operational data.Experience coordinating with third-party technology providers.",https://ie.linkedin.com/jobs/view/junior-data-analyst-at-morgan-mckinley-4433232725,data analyst,2026-06-28T00:59:55Z
apify_linkedin,4429847563,recruiters|gtm data performance analyst,2026-06-27T01:00:04Z,24.0,GTM Data & Performance Analyst,RECRUITERS,"Dublin, Dublin, County Dublin, Ireland",True,50000,60000,EUR,fulltime,Data Science,Core,Near (~1-3 yr),,"GTM Data & Performance AnalystOur client is looking for a commercially minded GTM Data & Performance Analyst to help shape how their Go-To-Market teams make decisions, improve partner performance, and unlock growth opportunities.This is a newly created role where you'll work at the intersection of data, strategy, sales, and commercial performance. You'll build impactful dashboards, uncover actionable insights, influence decision-making, and measure the effectiveness of exciting AI and automation initiatives.What You'll Be DoingBuild and enhance dashboards, reporting, and visualisations using Power BIUse SQL to analyse large datasets and uncover commercial insightsDeliver partner performance analysis and GTM reportingIdentify growth opportunities, risks, and performance trendsSupport projects across pricing, sales effectiveness, account management, and revenue optimisationMeasure the impact of AI, automation, and new technology initiativesPartner with Sales, RevOps, BI, Data Science, Product, and Finance teams to drive smarter decisionsWhat We're Looking For2–4+ years' experience in a commercial analytics roleStrong SQL and dashboarding experiencePower BI expertise (Tableau considered if you're keen to transition)A commercial mindset with the ability to turn data into recommendationsExperience within eCommerce, marketplaces, SaaS, consumer services, retail, travel, or hospitalityExcellent communication and stakeholder management skillsCurious, proactive, and comfortable working with imperfect datasetsMarketplace or multi-country business exposureExperience supporting sales or GTM teamsPricing, revenue, or performance analysis experiencePackage & Benefits💰 €50,000–€60,000 base salary + bonus🏡 Hybrid working – 3 remote days per week plus 20 days working abroad each year✅ Health cover, pension, TaxSaver, and additional annual leave🎁 Flexible benefits tailored to your health, wellbeing, and learning goals🌈 Inclusive culture with enhanced parental leave, Inclusive Day, an",https://ie.linkedin.com/jobs/view/gtm-data-performance-analyst-at-recruiters-4429847563,data analyst,2026-06-28T00:59:55Z
apify_linkedin,4410470674,crossing hurdles|data annotator 70 hr remote,2026-06-27T01:00:04Z,24.0,Data Annotator | $70/hr Remote,Crossing Hurdles,"Ireland, Ireland",False,22,70,,contract,Unclassified,Review,Unknown,,"Position: AI Model Assessment SpecialistType: ContractCompensation: $22 - $70/hourLocation: RemoteCommitment: 10-40 hrs/weekRole ResponsibilitiesEvaluate and critique the performance and accuracy of AI-generated content across various domains.Deliver detailed, constructive feedback to inform AI model improvements and refinements.Analyze complex datasets and assess model outputs for clarity, factual correctness, and alignment with project goals.Identify patterns, anomalies, and subtle nuances in AI-generated responses using high-level reading comprehension and keen observation.Collaborate with team members by communicating findings and insights clearly in both written and verbal formats.Contribute user-level expertise by simulating real-life scenarios or tasks to gauge model utility and effectiveness.Requirements:Have native English proficiency at C1 or C2 level.Demonstrate high-level reading comprehension and analytical thinking abilities.Possess a keen eye for detail, capable of nuanced observation and recognizing subtle distinctions.Have the ability to provide clear, actionable feedback based on subject matter expertise.Exhibit strong organizational and time-management skills in a remote work environment.Application Process:Easy Apply on LinkedInCheck email for next stepsParticipate in resume evaluation & interview stage",https://ie.linkedin.com/jobs/view/data-annotator-%2470-hr-remote-at-crossing-hurdles-4410470674,data analyst,2026-06-28T00:59:55Z
jooble,-5559846359630602914,mastercard|site reliability engineer i,2026-06-26T03:04:41Z,45.9,Site Reliability Engineer I,Mastercard,Ireland,False,,,,Full-time,Off-target,Out-of-scope,Unknown,,"&nbsp;...services that help people, <b>businesses </b>and governments...&nbsp;&nbsp;...Summary  Site Reliability <b>Engineer </b>I   Who is Mastercard...&nbsp;&nbsp;.... Using secure <b>data </b>and networks, partnerships...&nbsp;&nbsp;...facilitating an agile and <b>learning </b>culture.   We support...&nbsp;&nbsp;..., and networks, using <b>analytical </b>methods and tools to...&nbsp;",https://jooble.org/desc/-5559846359630602914?ckey=data+analyst%2c+data+scientist%2c+data+engineer%2c+analytics+engineer%2c+machine+learning+engineer%2c+ai+engineer%2c+business+intelligence&rgn=55138&pos=33&groupId=97937115&elckey=626426743893926378&p=1&aq=2247272091693598699&cid=13915&jobAge=42&brelb=100&bscr=79.510284&scr=79.510284,jooble,2026-06-28T00:59:55Z
jooble,1619291992175375249,mastercard|manager site reliability engineer,2026-06-26T03:04:41Z,45.9,"Manager, Site Reliability Engineer",Mastercard,Ireland,False,,,,Full-time,Off-target,Out-of-scope,Senior / Lead+,,"&nbsp;...services that help people, <b>businesses </b>and governments...&nbsp;&nbsp;...Manager, Site Reliability <b>Engineer </b>  Who is Mastercard?...&nbsp;&nbsp;.... Using secure <b>data </b>and networks, partnerships...&nbsp;&nbsp;...facilitating an agile and <b>learning </b>culture.   We support...&nbsp;&nbsp;..., and networks, using <b>analytical </b>methods and tools to...&nbsp;",https://jooble.org/desc/1619291992175375249?ckey=data+analyst%2c+data+scientist%2c+data+engineer%2c+analytics+engineer%2c+machine+learning+engineer%2c+ai+engineer%2c+business+intelligence&rgn=55138&pos=43&groupId=97937115&elckey=626426743893926378&p=1&aq=2247272091693598699&cid=13915&jobAge=42&brelb=100&bscr=72.94242&scr=72.94242,jooble,2026-06-28T00:59:55Z
apify_linkedin,4430236102,workday|sr machine learning ai engineer mlops engineer,2026-06-26T01:02:10Z,48.0,Sr Machine Learning / AI Engineer / MLOps Engineer,Workday,"Dublin, Dublin, County Dublin, Ireland",True,96000,144000,EUR,fulltime,ML/AI Eng,Core,Unknown,,"Your work days are brighter here.We’re obsessed with making hard work pay off, for our people, our customers, and the world around us. As a Fortune 500 company and a leading AI platform for managing people, money, and agents, we’re shaping the future of work so teams can reach their potential and focus on what matters most. The minute you join, you’ll feel it. Not just in the products we build, but in how we show up for each other. Our culture is rooted in integrity, empathy, and shared enthusiasm. We’re in this together, tackling big challenges with bold ideas and genuine care. We look for curious minds and courageous collaborators who bring sun-drenched optimism and drive. Whether you're building smarter solutions, supporting customers, or creating a space where everyone belongs, you’ll do meaningful work with Workmates who’ve got your back. In return, we’ll give you the trust to take risks, the tools to grow, the skills to develop and the support of a company invested in you for the long haul. So, if you want to inspire a brighter work day for everyone, including yourself, you’ve found a match in Workday, and we hope to be a match for you too.About The TeamSitting at the critical intersection of ML engineering, platform engineering, and observability, the Peakon MLOps Engineer serves as the central operational link between development and production. You will work closely with ML engineers, backend engineers, and the central Agent Forge / ML Runtime platform teams to ensure our autonomous agents run reliably and execute complex workflows seamlessly for customers, providing clear runbooks, robust observability, on-call and predictable incident response. Your primary objective is to enable ML engineers to safely ship agent behavior changes and understand their impact by providing streamlined tooling, agent-specific monitoring, and operational support.About The RoleThe Peakon MLOps Engineer is responsible for operating, hardening, and continuously improving the prod",https://ie.linkedin.com/jobs/view/sr-machine-learning-ai-engineer-mlops-engineer-at-workday-4430236102,ai engineer,2026-06-28T00:59:55Z
apify_linkedin,4433077985,techheads|senior contract data engineer azure healthcare life sciences,2026-06-26T01:01:57Z,48.0,Senior Contract Data Engineer – Azure | Healthcare & Life Sciences,TechHeads,"Dublin, Dublin, County Dublin, Ireland",True,,,,contract,Analytics/Data Eng,Core,Senior / Lead+,,"Senior Contract Data Engineer – Azure | Healthcare & Life SciencesContract: €500 - €600Location: Dublin / HybridWe are partnering with a healthcare and life sciences organisation undertaking a major data transformation programme and are seeking a Senior Azure Data Engineer to join on a contract basis.Key Responsibilities:Design and implement modern Azure-based data solutionsBuild and optimise data pipelines supporting analytics and reporting functionsWork closely with business stakeholders to translate requirements into scalable technical solutionsSupport cloud migration and data modernisation initiativesEstablish data engineering standards, governance and best practicesProvide technical leadership across project teams and vendor partnersEnsure data platforms are secure, reliable and fit for future growthRequirements:Strong Azure Data Engineering experience, including services such as Data Factory, Synapse and DatabricksAdvanced SQL and Python skillsProven experience delivering complex data projects in enterprise environmentsStrong understanding of data modelling, warehousing and cloud architectureAbility to engage confidently with both technical and non-technical stakeholdersExperience within healthcare, life sciences or regulated environments is beneficial",https://ie.linkedin.com/jobs/view/senior-contract-data-engineer-%E2%80%93-azure-healthcare-life-sciences-at-techheads-4433077985,data engineer,2026-06-28T00:59:55Z
apify_linkedin,4432188621,puffy|data analyst on site in dubai,2026-06-26T01:01:42Z,48.0,Data Analyst (On-site in Dubai),Puffy,"Dublin, Dublin, County Dublin, Ireland",True,7800,348000,,fulltime,Analyst,Core,Unknown,,"Join the pioneer tribe. AI-First since December 2023.Position: Data Analyst (A/B Testing & Experimentation)Total Annual Package: Up to AED 348,000 (Tax-Free) + comprehensive benefits• Base: AED 20,000 – 25,000/month (AED 240,000 – 300,000/year)• Performance bonus: up to 10% of base, paid monthlyLocation: Dubai, UAE (On-site) with relocation assistance and visa supportAbout the Role:If you spend your days running A/B tests, analyzing conversion funnels, and digging into why users drop off before checkout — and you write your own SQL and Python to get those answers — this role is built for you. General analysts and program managers without hands-on technical and experimentation skills won't be a fit.You'll own Puffy's experimentation program from hypothesis to business recommendation. You pull data from Shopify, GA4, Google Ads, and BigQuery yourself. You design the test, run the statistical analysis, and tell the business what to change and why. Every recommendation you deliver has to be clear enough that marketing, UX, and development can act on it the same week.The Career Accelerator:Puffy runs a high volume of experiments across a $1B+ e-commerce platform. You'll be involved in more A/B tests, conversion analyses, and data pipeline builds in your first year than most analysts see in three. You'll work across departments — marketing, UX, development, operations — which means broader context and faster pattern recognition. The pace is demanding, and it rewards people who are genuinely curious and want to sharpen their craft quickly.What Is In It For You:This isn't just another analytics role. This is your chance to become a true industry architect.1. Own the Full Experimentation Cycle — Not Just the Dashboard. Most data analysts inherit someone else's reporting setup and maintain it. Here, you own hypothesis generation, test design, statistical analysis, and the business recommendation that follows. You build your own pipelines across Shopify, GA4, Google Ads, and B",https://ie.linkedin.com/jobs/view/data-analyst-on-site-in-dubai-at-puffy-4432188621,data analyst,2026-06-28T00:59:55Z
apify_linkedin,4433353216,archer recruitment|senior power bi developer dublin,2026-06-26T01:01:35Z,48.0,Senior Power BI Developer – Dublin,Archer Recruitment,"Dublin, Dublin, County Dublin, Ireland",True,,,,fulltime,Analytics/Data Eng,Core,Entry / graduate,,"Senior Power BI Developer – Dublin Are you a Power BI professional looking for a role where you can make a real impact?We're partnering with a global industrial powerhouse that surpassed €10 billion in revenue last year and continues to grow. This is not just another BI role, it's an opportunity to join an international team at the forefront of digital transformation, working alongside highly technical people in an environment where your work genuinely shapes business decisions at scale.You'll have real ownership across the full development lifecycle, Dev, UAT, and Production, working with modern tools and practices in a team that takes its data seriously. And if you're thinking about the long term, this organisation operates across 70+ countries, which means the career progression opportunities here go well beyond a typical BI position. Whether that's growing technically, taking on more responsibility, or even exploring opportunities in other locations, the opportunity is there.Key ResponsibilitiesDesign and develop interactive Power BI dashboards and semantic modelsImplement CI/CD pipelines and manage deployment across Dev, UAT and ProductionWork directly with business stakeholders to gather requirements and deliver insightsMaintain and enhance existing reporting infrastructureContribute to data governance, metadata management and reporting best practicesWhat we're looking for4+ years of hands-on Power BI experience including service, workspace and infrastructure managementStrong DAX, Power Query and data modelling skillsExperience with Azure DevOps, CI/CD and version controlSQL proficiency for querying, validation and ad hoc analysisPowerApps experience is a plusEU work permit requiredPackageCompetitive salary DOE + bonus + health insurance + pensionThis role suits a BI Developer who enjoys both the technical and business-facing sides of analytics someone who takes ownership, thinks ahead, and wants to work in an environment where their contributions are visible.",https://ie.linkedin.com/jobs/view/senior-power-bi-developer-%E2%80%93-dublin-at-archer-recruitment-4433353216,business intelligence,2026-06-28T00:59:55Z
apify_linkedin,4414207454,stackadapt|applied machine learning scientist,2026-06-26T01:01:07Z,48.0,Applied Machine Learning Scientist,StackAdapt,"Ireland, Ireland",False,,,,fulltime,ML/AI Eng,Core,Unknown,,"StackAdapt is the leading technology company that empowers marketers to reach, engage, and convert audiences with precision. With 465 billion automated optimizations per second, the AI-powered StackAdapt Marketing Platform seamlessly connects brand and performance marketing to drive measurable results across the entire customer journey. The most forward-thinking marketers choose StackAdapt to orchestrate high-impact campaigns across programmatic advertising and marketing channels. We are searching for a talented Applied Machine Learning Scientist to join our engineering team as we continue to expand our data science efforts. Our platform is connected to thousands of publishers and advertisers worldwide and as a result, we're dealing with millions of requests each second, making billions of decisions. We utilize the latest technologies to solve challenges in traffic, data storage, machine learning, and scalability. Want to learn more about our Data Science Team: https://alldus.com/ie/blog/podcasts/aiinaction-ned-dimitrov-stackadapt/Learn more about our team culture here: https://www.stackadapt.com/careers/data-science Watch our talk at Amazon Tech Talks: https://www.youtube.com/watch?v=lRqu-a4gPuU StackAdapt is a Remote First company, and we are open to candidates located anywhere in the UK, Ireland and Germany for this position.What you'll be doing:Innovate ML algorithms to maximize ROI and advertising performance. This ranges from creating entirely new algorithms, to improvements on state-of-the art methods, to development using a deep understanding of classic methodsWrite production code, sometimes collaborating with Data Engineers, to implement the novel ML algorithmsPrototype potential algorithms and pipelines, test them using historical data, and iterate to modify based on insightsWhat you'll bring to the table:Have a Masters degree or PhD in Computer Science, Statistics, Operations Research, or a related field, with dual degrees a plus.Have the ability to take",https://ie.linkedin.com/jobs/view/applied-machine-learning-scientist-at-stackadapt-4414207454,data scientist,2026-06-28T00:59:55Z
apify_linkedin,4366348701,f5|ai ml engineer data scientist,2026-06-26T01:01:07Z,48.0,AI/ML Engineer / Data Scientist,F5,"Dublin, Dublin, County Dublin, Ireland",True,,,,fulltime,Data Science,Core,Unknown,,"At F5, we strive to bring a better digital world to life. Our teams empower organizations across the globe to create, secure, and run applications that enhance how we experience our evolving digital world. We are passionate about cybersecurity, from protecting consumers from fraud to enabling companies to focus on innovation.Everything we do centers around people. That means we obsess over how to make the lives of our customers, and their customers, better. And it means we prioritize a diverse F5 community where each individual can thrive.Role SummaryF5 is seeking an experienced AI/ML Engineer, specializing in Artificial Intelligence (AI) and Large Language Models (LLMs), to innovate and strengthen our pioneering security platforms. This role focuses on building and deploying intelligent tools using leading AI/LLM technologies for automated red-teaming, vulnerability detection, adversarial attack simulation, and intelligent defense mechanisms. You will work hands-on to operationalize AI models, contributing to secure and robust model deployments within F5’s platforms.In this role, you will collaborate closely with AI researchers, software engineers, and product teams to productionize cutting-edge AI solutions for securing and optimizing AI-powered systems and processes. The ideal candidate possesses strong technical expertise, problem-solving skills, and a passion for transforming AI innovations into practical, scalable security solutions.Key ResponsibilitiesAI/ML Model Development and ApplicationResearch, design, develop, fine-tune, and evaluate LLMs, intelligent agents, and deep learning models for AI security and system optimization.Create advanced tools for tasks like automated red-teaming, vulnerability detection, adversarial attack simulation, and intelligent defenses.Implement and deploy AI/LLM-powered features as robust, scalable, and secure components in F5's security platforms.Optimize AI/LLM models for inference speed, cost-efficiency, and resource utiliz",https://ie.linkedin.com/jobs/view/ai-ml-engineer-data-scientist-at-f5-4366348701,data scientist,2026-06-28T00:59:55Z
apify_linkedin,4418808138,tata consultancy services|data analyst marketing campaign analytics,2026-06-26T01:00:57Z,48.0,Data Analyst – Marketing & Campaign Analytics,Tata Consultancy Services,"Letterkenny, Letterkenny, County Donegal, Ireland",False,,,,fulltime,Analyst,Core,Entry / graduate,,"If you need support in completing the application or if you require a different format of this document, please get in touch with at UKI.recruitment@tcs.com with the subject line: “Application Support Request”.Careers at TCS: It means moreTCS is a purpose-led transformation company, built on belief. We do not just help businesses to transform through technology. We support them in making a meaningful difference to the people and communities they serve - our clients include some of the biggest brands in the UK and worldwide. For you, it means more to make an impact that matters, through challenging projects which demand ambitious innovation and thought leadership.Work closely with the range of teams within the business to bring ideas to life.Develop and maintain a unified strategy that aligns operational efficiency with marketing and growth objectives. Work with customers and create high-impact customer experiences for our business. The RoleWe are seeking a Data Analyst to support Marketing and Distribution teams within the Financial Services sector, with a particular focus on Asset Management, Life Insurance, and Retirement. This role is hands‑on and delivery‑focused, supporting marketing campaigns through data extraction, audience segmentation, campaign list pulls, reporting, and performance analysis in a regulated environment.Your responsibilities:Support end to end marketing campaign delivery by providing accurate and timely data outputs, including:-- Campaign list pulls and audience extracts-- Segment creation and validation-- Post campaign response and performance analysis-- Ensuring all activity complies with data governance, and internal usage controls.Use SQL and Python to extract, transform, and prepare data from enterprise data platforms to support campaign execution, targeting activities, and ongoing marketing analytics.Work closely with marketing, CRM, and distribution teams to translate campaign briefs into clear data requirements, validating logic and ",https://ie.linkedin.com/jobs/view/data-analyst-%E2%80%93-marketing-campaign-analytics-at-tata-consultancy-services-4418808138,data analyst,2026-06-28T00:59:55Z
apify_linkedin,4413939690,inizio|workday business analyst,2026-06-26T01:00:50Z,48.0,Workday Business Analyst,Inizio,"Dublin, Dublin, County Dublin, Ireland",True,10000,10000,,contract,Unclassified,Review,Unknown,,"We are open to this being fixed-term employment or day rate contract. The project is for 6 months. About the roleThe Business Analyst role will support optimisation of our Workday platform and delivery of Workday's Advanced Compensation module through improved processes, configuration, and governance across HR, Reward, and technical teams.This is a 6-month contract reporting into our HR Master Data Lead. The role can be performed remotely or in one of our office locations (hybrid options available). Key ResponsibilitiesSupporting Workday optimisation initiatives, identifying opportunities to streamline functionality and improve user experience.Facilitating workshops, process mapping, and requirements gathering with HR, Reward and business stakeholders.Translating business requirements into Workday functional specifications, user stories, and acceptance criteria.Implementing automated solutions that resolve or reduce manual processes and align with Workday best practice.Supporting the creation, embedding and maintenance of HR data governance, including data definitions, controls, data quality frameworks and change governance.Developing and maintaining process documentation, including process flows, SOPs, configuration guides and change logs.Supporting UAT planning and execution, including test script creation and defect management. About youProven hands‑on experience with Workday HCM, including configuration, tenant review and troubleshooting.Experience implementing or enhancing Workday Advanced Compensation module (merit, bonus, stock).Strong capability in process improvement and understanding end‑to‑end HR process flows.Skilled at working with technical teams to ensure accurate configuration, integration and reporting outcomes.Understanding of HR processes, including Core HR, Talent, Compensation and data governance.Ability to translate business needs into clear functional specifications.Strong documentation, analytical and problem‑solving skills. What Success Look",https://ie.linkedin.com/jobs/view/workday-business-analyst-at-inizio-4413939690,business intelligence,2026-06-28T00:59:55Z
apify_linkedin,4433007624,alignerr|machine learning engineer,2026-06-26T01:00:43Z,48.0,Machine Learning Engineer,Alignerr,"Dublin, Dublin, County Dublin, Ireland",True,,,,contract,ML/AI Eng,Core,Unknown,,"Machine Learning Engineer (AI Data Trainer)About The RoleWhat if your technical expertise could directly shape how the world's most advanced AI systems reason, plan, and solve problems? We're looking for Machine Learning Engineers to help train cutting-edge AI models by doing something uniquely valuable: demonstrating how expert minds actually think.This isn't a typical ML role. You won't be tuning hyperparameters or deploying pipelines. Instead, you'll be producing the high-quality reasoning traces and logical workflows that teach AI models how to approach complex technical challenges — step by step, decision by decision. Your work will directly influence how the next generation of LLMs behaves in the real world.This is a fully remote, flexible contract role. Work on your own schedule, at your own pace.Organization: AlignerrType: Hourly ContractLocation: RemoteCommitment: 10–40 hours/weekWhat You'll DoProduce precise, structured logical workflows that demonstrate expert reasoning for sophisticated technical challengesDocument step-by-step decision-making and problem-solving strategies in a clear, organized formatGenerate high-quality training data that illustrates how to effectively use tools, APIs, and reasoning frameworksReview and critically evaluate AI-generated reasoning steps — identifying gaps, errors, and areas for improvementContribute to datasets that directly improve how LLMs handle real-world engineering and ML tasksWho You AreProfessionally experienced in Machine Learning, Software Engineering, or a closely related technical disciplineAble to break down complex technical processes into clear, structured, step-by-step explanationsA strong critical thinker who can audit and refine AI-generated reasoning with precisionComfortable working independently and delivering consistent, high-quality outputsHolds or is working toward a Master's Degree or PhD in a relevant fieldNice to HavePrior experience with data annotation, data quality assurance, or AI evaluati",https://ie.linkedin.com/jobs/view/machine-learning-engineer-at-alignerr-4433007624,ai engineer,2026-06-28T00:59:55Z
apify_linkedin,4430209572,recruiters|data engineer,2026-06-26T01:00:26Z,48.0,Data Engineer,RECRUITERS,"Ireland, Ireland",False,,,,temporary,Analytics/Data Eng,Core,Unknown,,"Snowflake Data Engineer | Remote | 6 Months Initial ContractI'm working with a fast-growing B2B SaaS company that's looking for an experienced Snowflake Data Engineer to join on an initial 6-month remote contract.This is an opportunity to play a key role in building out a modern Snowflake data platform as part of a wider technology transformation. You'll be the Snowflake SME within a senior engineering team, helping deliver production-ready data pipelines and best practices.What you'll be doing:Designing and building Snowflake data pipelinesImplementing CDC pipelines using AWS DMS, S3 and SnowpipeDeveloping dbt models and transformation layersData modelling and optimisation within SnowflakeWorking with Terraform and AWS infrastructureProviding Snowflake expertise and technical leadership to the engineering teamWhat we're looking for:Strong commercial experience with SnowflakeHands-on experience with dbtExperience building data pipelines on AWSInfrastructure as Code experience (Terraform preferred)Experience within a B2B SaaS environmentExperience building multi-tenant data platforms (rather than supporting a single enterprise environment)Ability to work independently while collaborating with a senior engineering teamNice to have:Experience with Snowpipe, Streams & TasksCDC using AWS DMSKnowledge of data governance and tenant isolationGoodData experience📍 Location: Fully Remote📅 Contract: Initial 6 Months💰 Day Rate: CompetitiveIf you're interested, or know someone who might be a good fit, send me a message or email your latest CV to darren.coleman@recruiters.ie.",https://ie.linkedin.com/jobs/view/data-engineer-at-recruiters-4430209572,data engineer,2026-06-28T00:59:55Z
apify_linkedin,4432620160,fruition group ireland|senior data engineer,2026-06-26T01:00:26Z,48.0,Senior Data Engineer,Fruition Group Ireland,"Dublin, Dublin, County Dublin, Ireland",True,,,,fulltime,Analytics/Data Eng,Core,Senior / Lead+,,"Senior Data EngineerJob DescriptionOur client, a leading financial services organisation, is seeking an experienced Senior Data Engineer to join a growing data function. This role will focus on designing and delivering scalable data solutions, supporting advanced analytics initiatives, and helping to drive innovation across a modern cloud-based data platform.Job ResponsibilitiesDesign, develop and maintain scalable data pipelines and data integration processes across multiple business systems.Build and optimise data warehouse solutions, ensuring efficient data storage, accessibility and performance.Develop and maintain transformation and modelling layers to support business intelligence, analytics and reporting requirements.Deliver real-time and near-real-time data processing solutions to support operational and analytical workloads.Support the development and deployment of AI and machine learning initiatives, including predictive analytics and intelligent automation use cases.Collaborate with Compliance, Finance, Product, Engineering and other business stakeholders to define data requirements and deliver high-quality solutions.Manage and enhance cloud-based data infrastructure, ensuring reliability, scalability and security.Establish and maintain data governance standards, documentation, observability frameworks and data quality processes.Evaluate emerging technologies and recommend improvements to the organisation’s data architecture and tooling landscape.Support regulatory, reporting and operational data requirements within a regulated environment.Experience RequiredMinimum 5+ years’ experience in Data Engineering or a related role.Expert-level SQL skills with extensive experience working with large-scale datasets and complex analytical workloads.Strong Python development experience for data engineering, automation and pipeline development.Advanced knowledge of relational database technologies, including performance optimisation, indexing and database administrat",https://ie.linkedin.com/jobs/view/senior-data-engineer-at-fruition-group-ireland-4432620160,data engineer,2026-06-28T00:59:55Z
